8
#n thermal embodied OITC U-wall U-roof Ther-wall Thermal-roof Masswall
2543521629	1050150.985	27.02414933	0.629414265	0.463539472	135608.1125	278079.37	172.775
2682064388	999360.5572	30.88575469	1.01636802	0.726710605	134192.8766	276648.745	172.0403125
3325675273	1056945.588	31.01703574	0.715473926	2.430321412	188017.4813	331835.645	240.65
2994556179	1252766.935	34.65924023	0.557399822	2.203429461	152978.2313	368836.4469	177.72
2583660391	1885552.226	34.66165607	1.127718867	1.014776583	177109.5082	275933.4325	271.92
2523217901	1115072.197	33.33879055	0.87958407	0.908914719	84951.08125	270351.8719	100.6625
2389636850	1545223.745	34.66112625	0.402124348	0.675011813	176975.4844	272391.9962	232.205
2290389508	3084276.927	34.66193327	0.568647111	0.374333666	206640.5082	401207	313.255
2299101669	1236714.232	34.64187102	0.380118664	0.437846745	139029.3625	274565.62	174.1
2511000114	1123233.025	34.63700316	0.769966953	0.908914719	161058.66	270351.8719	201.16075
2354317464	1130513.636	34.48223494	0.886097033	0.466879586	107437.3313	272259.3719	134.7625
3032864142	1079498.928	34.6477289	0.8767419	2.227884975	144818.6631	372091.4469	189.03575
2651877854	1004271.641	30.97312603	0.631384111	0.734953716	100723.1125	270828.7469	125.9
2905001564	1181586.63	34.65881178	0.806774022	1.927757491	171777.4844	382197.695	228.525
2976600575	994835.9238	31.01207136	0.876173618	1.515340354	147661.1631	275337.3387	186.63575
2306811946	1219184.666	34.65232048	0.358791201	0.463539472	148070.6094	278079.37	190.7
2512019564	1102923.588	27.91792184	0.358791201	0.463539472	148070.6094	278079.37	190.7
3451126766	945142.5465	31.01137585	1.01636802	2.654162376	134263.6663	311742.0469	172.11075
2854079805	1147707.825	34.65383365	0.379567069	1.869745046	163430.6125	283058.6756	212.55
3221234649	1020132.188	31.01558046	0.927060366	2.13096176	135307.4875	374656.445	172.825
2330153792	1166412.063	34.63184014	0.629414265	0.463539472	135608.1125	278079.37	172.775
2832809190	1168571.169	34.65383365	0.379567069	1.817303025	163430.6125	288878.6737	212.55
2283976155	1333530.593	33.60611848	0.338975464	0.408997895	193253.1063	269720.4962	242.25
2269136042	1710545.228	34.65569695	0.306344071	0.376974082	217020.6	374419.9962	270.65
3140646963	1864705.559	34.66165607	1.127718867	2.430321412	177109.5082	331835.645	271.92
3152028927	1403469.539	34.66049281	0.402674136	2.153826765	153902.9844	377911.445	191.03
2269231801	1767178.205	34.66112625	0.402124348	0.356196385	176975.4844	273992.9962	232.205
2293244657	2254942.534	34.66193327	0.568647111	0.381525513	206640.5082	273747.9962	313.255
2277513731	1359440.122	34.65383365	0.379567069	0.381525513	163430.6125	273747.9962	212.55
2350624634	1159044.335	34.64685097	0.876173618	0.463539472	147661.1631	278079.37	186.63575
2855184937	1409081.461	34.66112625	0.402124348	1.869745046	176975.4844	283058.6756	232.205
2776454117	1002802.613	31.00780418	0.769966953	1.030922629	161058.66	270113.4344	201.16075
2271866750	1748771.505	34.66058104	0.429165759	0.356196385	166420.4875	273992.9962	215.28
2546566644	1479370.949	34.66112625	0.402124348	0.678426945	176975.4844	276097.245	232.205
2555249636	1016037.891	28.56871691	1.01636802	0.527176775	134192.8766	277602.495	172.0403125
2885912090	2064696.375	34.66193327	0.568647111	1.927757491	206640.5082	382197.695	313.255
2279726818	2542207.184	34.66175522	0.530198672	0.356196385	186363.0082	273992.9962	252.105
2294964786	1273527.632	34.60326127	0.339487231	0.437846745	165824.3563	274565.62	203.15
2661810853	985451.6612	26.782112	1.01636802	0.732185312	134192.8766	272768.7462	172.0403125
2917660892	1163179.93	34.65495879	0.927060366	1.927757491	135307.4875	382197.695	172.825
2617496420	997575.2246	27.88128429	0.886097033	0.616885425	107437.3313	271305.6219	134.7625
2800361586	965989.2132	31.01137585	1.01636802	1.030922629	134263.6663	270113.4344	172.11075
2406996543	1194168.666	34.65232048	0.358791201	0.726710605	148070.6094	276648.745	190.7
2428453679	1138939.419	34.56637774	0.574299195	0.734953716	114120.6094	270828.7469	140.425
3007257492	2016734.97	34.66181212	0.569747145	2.227884975	183568.0082	372091.4469	272.08
2523512611	1097158.969	34.48223494	0.886097033	0.908914719	107437.3313	270351.8719	134.7625
2394448250	1460964.249	34.66058104	0.429165759	0.678426945	166420.4875	276097.245	215.28
