541215.041,37.64269983
430301.846,40.91041687
455430.2394,42.43608621
605808.241,38.14696364
396947.9041,38.63927889
902022.244,41.29770366
395038.8733,38.77373491
436249.0444,42.43608621
398113.4312,41.86998564
612091.6891,42.43630977
398311.8121,42.26396279
421567.6386,41.81458976
382797.0392,34.45089712
1140214.858,42.44183493
855049.4964,42.44183493
699218.7953,42.37089064
1201442.882,42.44183493
447016.5694,41.75532539
1543190.826,42.38200439
416169.593,42.38266292
374062.8318,36.37883764
683994.4098,42.42535666
657110.148,41.29770366
1032865.754,36.87632235
755447.8139,42.44002728
394776.8995,42.34066429
917057.0364,42.44201892
395750.193,42.38720619
381908.4847,42.33137802
390642.6921,42.27843412
377308.4847,42.33137802
518839.3051,36.41177369
408111.1069,42.29080666
583131.9619,38.95945288
722288.4898,42.42535666
378908.3589,41.82294737
510537.2428,42.33942576
383508.3589,41.87344246
982266.8664,42.44201892
464550.0871,42.26396279
386304.6659,38.24065267
401900.9266,42.27899296
430301.846,40.97651143
598067.3956,39.43615093
466588.468,42.38266292
434580.7394,42.41664267
502273.8249,42.43680804
375270.1037,42.0640739
375270.1037,42.07997782
384470.1037,42.07997782
508498.8619,41.93915157
532662.4645,42.40932855
1262670.906,42.44183493
567786.3619,38.95945288
484589.6625,42.43376347
793742.3372,34.0726599
554696.6787,42.41285483
956748.2223,42.4311897
628114.5616,42.43445122
849951.0093,29.15929399
443918.1644,42.43608621
777590.7164,41.75532539
1025791.204,42.43865032
536595.5602,38.93961145
666617.7148,42.4389555
744317.8323,42.4405094
902022.244,41.29770366
379158.7841,34.49684726
1136849.682,42.44183493
541215.041,37.64269983
389948.3589,41.82294737
390642.6921,42.27843412
920448.4094,35.70203427
370174.1515,42.17230178
649732.3213,42.04179402
1457055.136,42.38200439
455430.2394,42.41664267
817928.2363,41.65603518
631724.1185,42.34066429
391531.2466,34.75692362
414416.3189,38.51709195
475322.6754,42.06980188
480997.0807,42.43090332
789492.313,33.99357674
901197.7314,42.44201892
429548.1546,41.90570775
1033153.521,42.43495237
716295.9899,42.4389555
1262670.906,42.44183493
518839.3051,36.41177369
386304.6659,38.24065267
374062.8318,34.76287533
666617.7148,42.4389555
377308.4847,42.33137802
598067.3956,39.43615093
1032865.754,36.87632235
394776.8995,42.34066429
396947.9041,38.63927889
436249.0444,42.43608621
378908.3589,41.87344246
